source_mat_id_orig,samp_description,tax_id,scientific_name,investigation_type,env_material,collection_date,sampling_event,sampl_person,sampl_person_orcid,tidal_stage,noteworthy_env_cond,depth,replicate,samp_size_vol,time_fi,size_frac,size_frac_low,size_frac_up,membr_cut,samp_collect_device,samp_mat_process,samp_mat_process_dev,samp_store_date,samp_store_loc,samp_store_temp,store_person,store_person_orcid,other_person,other_person_orcid,long_store,ship_date,arr_date_hq,store_temp_hq,ship_date_seq,arr_date_seq,failure,failure_comment,ENA_accession_number_sample,source_mat_id
EMO BON IUI EILAT WA 210829 0.2um 1,EMOBON metagenome water sample from station IUIEilat collected on 2021-08-29 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-29 00:00:00,IUIEilat1_Wa_210829,Gil Koplovitz,0000-0002-8436-9424,no_tide,,2,1,10,1,0.2-3,0.2,3,Y,Hand pump,WaSOP 1,NA,2021-08-29 00:00:00,Eppendorf F570 -80 freezer,-80,Gil Koplovitz,0000-0002-8436-9424,NA,NA,N,2021-10-14 00:00:00,2021-10-20 00:00:00,-70,2021-11-24 00:00:00,2021-11-24 00:00:00,NA,NA,NA,EMOBON_IUIEilat_Wa_1
EMO BON IUI EILAT WA 210829 0.2um 2,EMOBON metagenome water sample from station IUIEilat collected on 2021-08-29 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-29 00:00:00,IUIEilat1_Wa_210829,Gil Koplovitz,0000-0002-8436-9424,no_tide,,2,2,10,1,0.2-3,0.2,3,Y,Hand pump,WaSOP 1,NA,2021-08-29 00:00:00,Eppendorf F570 -80 freezer,-80,Gil Koplovitz,0000-0002-8436-9424,NA,NA,N,2021-10-14 00:00:00,2021-10-20 00:00:00,-70,2021-11-24 00:00:00,2021-11-24 00:00:00,NA,NA,NA,EMOBON_IUIEilat_Wa_2
EMO BON IUI EILAT WA 210829 0.2um 3,EMOBON metagenome water sample from station IUIEilat collected on 2021-08-29 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-29 00:00:00,IUIEilat1_Wa_210829,Gil Koplovitz,0000-0002-8436-9424,no_tide,,2,3,10,1,0.2-3,0.2,3,Y,Hand pump,WaSOP 1,NA,2021-08-29 00:00:00,Eppendorf F570 -80 freezer,-80,Gil Koplovitz,0000-0002-8436-9424,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_IUIEilat_Wa_3
EMO BON IUI EILAT WA 210829 0.2um 4,EMOBON metagenome water sample from station IUIEilat collected on 2021-08-29 size fraction 0.2-3um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-29 00:00:00,IUIEilat1_Wa_210829,Gil Koplovitz,0000-0002-8436-9424,no_tide,,2,4,10,1,0.2-3,0.2,3,Y,Hand pump,WaSOP 1,NA,2021-08-29 00:00:00,Eppendorf F570 -80 freezer,-80,Gil Koplovitz,0000-0002-8436-9424,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_IUIEilat_Wa_4
EMO BON IUI EILAT WA 210829 3.0um 1,EMOBON metagenome water sample from station IUIEilat collected on 2021-08-29 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-29 00:00:00,IUIEilat1_Wa_210829,Gil Koplovitz,0000-0002-8436-9424,no_tide,,2,1,10,1,3-200,3,200,Y,Hand pump,WaSOP 1,NA,2021-08-29 00:00:00,Eppendorf F570 -80 freezer,-80,Gil Koplovitz,0000-0002-8436-9424,NA,NA,N,2021-10-14 00:00:00,2021-10-20 00:00:00,-70,2021-11-24 00:00:00,2021-11-24 00:00:00,NA,NA,NA,EMOBON_IUIEilat_Wa_5
EMO BON IUI EILAT WA 210829 3.0um 2,EMOBON metagenome water sample from station IUIEilat collected on 2021-08-29 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-29 00:00:00,IUIEilat1_Wa_210829,Gil Koplovitz,0000-0002-8436-9424,no_tide,,2,2,10,1,3-200,3,200,Y,Hand pump,WaSOP 1,NA,2021-08-29 00:00:00,Eppendorf F570 -80 freezer,-80,Gil Koplovitz,0000-0002-8436-9424,NA,NA,N,2021-10-14 00:00:00,2021-10-20 00:00:00,-70,2021-11-24 00:00:00,2021-11-24 00:00:00,NA,NA,NA,EMOBON_IUIEilat_Wa_6
EMO BON IUI EILAT WA 210829 3.0um 3,EMOBON metagenome water sample from station IUIEilat collected on 2021-08-29 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-29 00:00:00,IUIEilat1_Wa_210829,Gil Koplovitz,0000-0002-8436-9424,no_tide,,2,3,10,1,3-200,3,200,Y,Hand pump,WaSOP 1,NA,2021-08-29 00:00:00,Eppendorf F570 -80 freezer,-80,Gil Koplovitz,0000-0002-8436-9424,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_IUIEilat_Wa_7
EMO BON IUI EILAT WA 210829 3.0um 4,EMOBON metagenome water sample from station IUIEilat collected on 2021-08-29 size fraction 3-200um,1874687,marine plankton metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-29 00:00:00,IUIEilat1_Wa_210829,Gil Koplovitz,0000-0002-8436-9424,no_tide,,2,4,10,1,3-200,3,200,Y,Hand pump,WaSOP 1,NA,2021-08-29 00:00:00,Eppendorf F570 -80 freezer,-80,Gil Koplovitz,0000-0002-8436-9424,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_IUIEilat_Wa_8
EMO BON IUI EILAT WA 210829 0.2um blank,EMOBON metagenome water sample from station IUIEilat collected on 2021-08-29 size fraction 0.2-3um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-29 00:00:00,IUIEilat1_Wa_210829,Gil Koplovitz,0000-0002-8436-9424,no_tide,,2,blank_1,10,1,0.2-3,0.2,3,N,Hand pump,WaSOP 1,NA,2021-08-29 00:00:00,Eppendorf F570 -80 freezer,-80,Gil Koplovitz,0000-0002-8436-9424,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_IUIEilat_Wa_9
EMO BON IUI EILAT WA 210829 3.0um blank,EMOBON metagenome water sample from station IUIEilat collected on 2021-08-29 size fraction 3-200um,256318,metagenome,metagenome,seawater [ENVO:00002149]; coastal sea water [ENVO:00002150]; surface water [ENVO:00002042],2021-08-29 00:00:00,IUIEilat1_Wa_210829,Gil Koplovitz,0000-0002-8436-9424,no_tide,,2,blank_1,10,1,3-200,3,200,N,Hand pump,WaSOP 1,NA,2021-08-29 00:00:00,Eppendorf F570 -80 freezer,-80,Gil Koplovitz,0000-0002-8436-9424,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,EMOBON_IUIEilat_Wa_10
